"id","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","property_type","room_type","accommodates","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","instant_bookable","a_balcony","a_garden","a_fireplace","a_outdoors","a_pool","a_breakfast","a_air_conditioning","a_parking","a_working_space","a_child_friendly","a_gym","a_gaming","a_kitchen","a_pets","bathroom_digits","bathroom_chars","bathrooms_type","bathrooms_count","flag_review_scores_rating"
928725,"N/A","100",0,1,1,1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Entire home/apt",4,"1 bath",1,2,77,32,186,32,32,186,186,32,186,1,0,0,0,0,2020-12-18,77,1,0,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0," bath","1 ","Private",1,0
929663,"100","100",0,9,9,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",6,"2 baths",3,6,134,2,120,2,2,120,120,2,120,1,0,0,0,0,2020-12-17,126,2,0,84,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","2 ","Private",2,0
931756,"100","98",0,5,5,1,1,"Sant Antoni","Eixample","Apartment","Entire home/apt",2,"1 bath",1,1,45,10,1125,10,10,1125,1125,10,1125,1,29,59,89,364,2020-12-18,111,1,0,91,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0," bath","1 ","Private",1,0
933094,"50","100",0,1,1,1,1,"la Maternitat i Sant Ramon","Les Corts","Apartment","Private room",2,"2 baths",1,1,50,1,1125,1,1,1125,1125,1,1125,1,30,60,90,365,2020-12-17,237,0,0,93,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0," baths","2 ","Private",2,0
933545,"100","84",1,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Private room",5,"2 shared baths",1,3,66,1,30,1,1,30,30,1,30,1,0,15,45,45,2020-12-18,116,5,0,97,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0," shared baths","2  ","Shared",2,0
933877,"N/A","N/A",0,1,1,1,0,"el Camp d'en Grassot i Gràcia Nova","Gràcia","Apartment","Private room",2,"2 baths",1,2,45,3,1125,3,3,1125,1125,3,1125,1,0,0,17,292,2020-12-18,97,0,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0," baths","2 ","Private",2,0
936734,"N/A","100",0,1,1,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",4,"1 bath",1,2,73,3,30,3,3,30,30,3,30,1,0,0,0,0,2020-12-17,240,9,0,88,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0," bath","1 ","Private",1,0
936781,"100","100",1,3,3,1,1,"la Salut","Gràcia","Apartment","Entire home/apt",4,"1 bath",2,3,91,3,100,3,7,100,100,3.9,100,1,30,60,90,358,2020-12-17,202,10,0,96,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0," bath","1 ","Private",1,0
936850,"100","97",0,19,19,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",6,"1 bath",3,4,53,2,90,1,15,365,365,6.4,365,1,0,1,18,276,2020-12-18,8,0,0,80,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,0
936900,"100","71",1,2,2,1,1,"la Font de la Guatlla","Sants-Montjuïc","Apartment","Entire home/apt",2,"1 bath",1,1,80,5,90,5,5,90,90,5,90,1,28,58,88,178,2020-12-17,99,7,0,97,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0," bath","1 ","Private",1,0
937501,"100","100",1,5,5,1,1,"l'Antiga Esquerra de l'Eixample","Eixample","Apartment","Private room",2,"1.5 shared baths",1,0,43,3,15,3,3,15,15,3,15,1,29,59,89,364,2020-12-18,113,6,0,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,". shared baths","1.5  ","Shared",1,0
937657,"100","99",0,19,19,1,1,"les Corts","Les Corts","Apartment","Entire home/apt",5,"1 bath",3,4,69,3,90,3,27,365,365,24.8,365,1,0,15,15,15,2020-12-18,121,4,0,92,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0," bath","1 ","Private",1,0
938006,"100","99",0,19,19,1,1,"les Corts","Les Corts","Apartment","Entire home/apt",4,"1 bath",3,4,89,3,90,3,27,365,365,24.9,365,1,0,0,0,0,2020-12-30,94,5,0,90,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0," bath","1 ","Private",1,0
938626,"100","100",1,5,5,1,1,"Sant Antoni","Eixample","Apartment","Private room",2,"1.5 shared baths",1,2,43,3,15,3,3,15,15,3,15,1,29,59,89,364,2020-12-18,127,10,0,97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,". shared baths","1.5  ","Shared",1,0
940338,"100","86",0,8,8,1,1,"la Dreta de l'Eixample","Eixample","Apartment","Entire home/apt",6,"2 baths",2,0,300,2,360,2,2,360,360,2,360,1,29,59,89,364,2020-12-17,167,8,0,99,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","2 ","Private",2,0
940374,"N/A","98",1,1,1,1,1,"el Clot","Sant Martí","Apartment","Entire home/apt",3,"1 bath",1,3,85,3,1125,3,3,1125,1125,3,1125,1,0,0,0,138,2020-12-17,361,15,0,97,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0," bath","1 ","Private",1,0
942410,"N/A","100",1,1,1,1,1,"Provençals del Poblenou","Sant Martí","Apartment","Entire home/apt",4,"2 baths",2,3,94,6,90,6,6,1125,1125,6,1125,1,28,58,81,262,2020-12-17,137,3,0,99,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0," baths","2 ","Private",2,0
945007,"75","100",1,1,1,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",5,"1 bath",2,3,98,2,1125,2,2,1125,1125,2,1125,1,29,59,89,364,2020-12-17,276,15,0,94,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0," bath","1 ","Private",1,0
945564,"92","97",0,22,22,1,1,"la Dreta de l'Eixample","Eixample","Apartment","Entire home/apt",5,"1 bath",3,5,150,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-18,234,11,0,92,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0," bath","1 ","Private",1,0
946122,"100","90",0,1,1,1,1,"la Vila Olímpica del Poblenou","Sant Martí","Apartment","Entire home/apt",4,"1 bath",2,1,130,4,90,4,4,90,90,4,90,1,29,59,89,358,2020-12-17,81,0,0,98,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0," bath","1 ","Private",1,0
950784,"N/A","100",0,2,2,1,1,"el Raval","Ciutat Vella","Apartment","Private room",2,"1.5 shared baths",1,1,36,1,25,1,1,25,25,1,25,1,0,0,0,193,2020-12-18,555,27,0,94,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,". shared baths","1.5  ","Shared",1,0
951364,"99","100",0,111,111,1,1,"l'Antiga Esquerra de l'Eixample","Eixample","Apartment","Entire home/apt",4,"1 bath",1,2,115,2,365,2,5,365,365,2.2,365,1,6,36,66,341,2020-12-18,14,5,1,86,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0," bath","1 ","Private",1,0
953280,"99","100",0,111,111,1,1,"la Dreta de l'Eixample","Eixample","Apartment","Entire home/apt",5,"1 bath",2,4,96,2,365,2,5,365,365,2.2,365,1,24,54,84,359,2020-12-18,3,1,0,60,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0," bath","1 ","Private",1,0
954380,"N/A","N/A",0,1,1,1,1,"el Raval","Ciutat Vella","Apartment","Private room",4,"1 shared bath",1,2,38,1,12,1,1,12,12,1,12,1,0,0,0,0,2020-12-18,82,0,0,93,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0," shared bath","1  ","Shared",1,0
955321,"50","31",1,14,14,1,1,"la Vila Olímpica del Poblenou","Sant Martí","Apartment","Entire home/apt",6,"2.5 baths",3,0,300,7,365,7,7,365,365,7,365,1,30,60,90,365,2020-12-18,1,0,0,100,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,". baths","2.5 ","Private",2,0
956256,"100","96",0,3,3,1,1,"Sant Antoni","Eixample","Apartment","Entire home/apt",5,"1 bath",3,3,60,2,1125,2,2,1125,1125,2,1125,1,0,0,0,96,2020-12-17,242,15,0,95,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0," bath","1 ","Private",1,0
957402,"N/A","91",1,1,1,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",2,"1 bath",1,1,88,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-18,122,6,0,96,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0," bath","1 ","Private",1,0
957657,"100","97",1,1,1,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",6,"1.5 baths",2,4,121,3,25,3,3,1125,1125,3,1125,1,0,0,17,267,2020-12-18,252,4,0,94,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,". baths","1.5 ","Private",1,0
958946,"100","98",0,5,5,1,1,"Sant Antoni","Eixample","Apartment","Entire home/apt",4,"2 baths",3,4,129,5,120,5,5,120,120,5,120,1,10,40,70,302,2020-12-18,128,7,0,95,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0," baths","2 ","Private",2,0
959089,"100","100",1,2,2,1,1,"la Vila de Gràcia","Gràcia","Apartment","Entire home/apt",4,"1 bath",2,2,260,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-18,278,10,0,99,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0," bath","1 ","Private",1,0
959840,"100","100",0,3,3,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Private room",2,"1 private bath",1,1,43,1,28,1,1,1125,1125,1,1125,1,0,0,1,140,2020-12-17,607,27,0,92,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0," private bath","1  ","Private",1,0
961548,"100","91",1,1,1,1,1,"la Vila de Gràcia","Gràcia","Apartment","Entire home/apt",4,"1.5 baths",2,3,79,3,1125,3,4,1125,1125,3,1125,1,1,6,24,190,2020-12-18,208,8,0,96,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,". baths","1.5 ","Private",1,0
963109,"N/A","0",0,2,2,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",6,"1 bath",3,6,170,3,1125,3,3,1125,1125,3,1125,1,0,0,1,3,2020-12-17,235,1,0,89,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0," bath","1 ","Private",1,0
963289,"100","100",1,1,1,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Entire home/apt",6,"2 baths",3,3,92,3,90,3,5,1125,1125,3.1,1125,1,30,60,90,333,2020-12-18,378,10,0,97,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0," baths","2 ","Private",2,0
965036,"100","100",1,1,1,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Entire home/apt",5,"2 baths",3,3,120,3,30,3,3,30,30,3,30,1,30,60,90,365,2020-12-30,0,0,0,94,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0," baths","2 ","Private",2,1
965681,"N/A","100",0,5,5,1,1,"l'Antiga Esquerra de l'Eixample","Eixample","Apartment","Entire home/apt",6,"3 baths",3,5,200,3,60,3,5,1125,1125,3.1,1125,1,0,0,0,0,2020-12-18,155,10,0,87,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","3 ","Private",3,0
965712,"N/A","100",0,5,5,1,1,"Sant Antoni","Eixample","Apartment","Entire home/apt",6,"2 baths",3,6,179,1,1125,1,5,1125,1125,1.2,1125,1,0,0,0,260,2020-12-18,178,14,0,89,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0," baths","2 ","Private",2,0
966895,"100","100",0,2,2,1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella","Apartment","Private room",2,"1 private bath",1,2,35,3,60,3,3,60,60,3,60,1,30,60,90,365,2020-12-17,238,10,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0," private bath","1  ","Private",1,0
966910,"100","95",0,13,13,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",2,"1 bath",1,2,112,1,365,1,3,365,365,2.7,365,1,23,49,66,323,2020-12-18,204,9,0,89,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0," bath","1 ","Private",1,0
973013,"N/A","67",1,1,1,1,0,"la Sagrada Família","Eixample","Apartment","Entire home/apt",3,"1.5 baths",1,2,94,28,365,28,28,365,365,28,365,1,15,45,67,309,2020-12-18,133,8,0,93,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,". baths","1.5 ","Private",1,0
976595,"8","99",0,27,27,1,1,"la Dreta de l'Eixample","Eixample","Apartment","Entire home/apt",4,"2 baths",2,3,97,3,30,2,3,15,90,3,30.2,1,30,60,90,365,2020-12-18,133,7,0,93,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0," baths","2 ","Private",2,0
977496,"90","54",0,51,51,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",6,"1 bath",2,3,100,2,1125,2,4,1125,1125,2.2,1125,1,20,50,80,355,2020-12-18,12,1,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,0
977631,"100","100",1,4,4,1,1,"l'Antiga Esquerra de l'Eixample","Eixample","Apartment","Entire home/apt",2,"1 bath",1,2,43,1,1125,1,1,1125,1125,1,1125,1,24,54,84,175,2020-12-17,299,34,2,94,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0," bath","1 ","Private",1,0
977745,"100","100",1,4,4,1,1,"les Corts","Les Corts","Apartment","Entire home/apt",3,"1 bath",2,2,38,1,1125,1,1,1125,1125,1,1125,1,27,57,87,177,2020-12-18,361,39,3,96,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0," bath","1 ","Private",1,0
978990,"100","96",1,1,1,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Private room",2,"1 private bath",1,1,39,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-18,296,13,0,99,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0," private bath","1  ","Private",1,0
979073,"N/A","98",0,2,2,1,1,"el Camp d'en Grassot i Gràcia Nova","Gràcia","Apartment","Entire home/apt",4,"1 bath",2,3,90,1,30,1,1,30,30,1,30,1,0,0,0,257,2020-12-18,174,15,0,89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,0
979914,"N/A","88",0,3,3,1,1,"Sant Antoni","Eixample","Apartment","Entire home/apt",5,"2 baths",3,3,150,2,32,2,2,32,32,2,32,1,26,56,86,343,2020-12-18,135,0,0,95,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0," baths","2 ","Private",2,0
982915,"90","100",1,1,1,1,1,"el Camp d'en Grassot i Gràcia Nova","Gràcia","Apartment","Entire home/apt",6,"1 bath",3,3,49,2,90,2,4,1125,1125,2.1,1125,1,13,13,13,259,2020-12-17,314,23,1,95,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0," bath","1 ","Private",1,0
984985,"100","100",0,1,1,1,1,"la Vila de Gràcia","Gràcia","Apartment","Entire home/apt",2,"1 bath",1,1,48,3,365,3,3,365,365,3,365,1,18,48,78,353,2020-12-17,242,17,0,87,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0," bath","1 ","Private",1,0
986101,"8","99",0,27,27,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",4,"1 bath",1,1,64,3,30,2,3,15,90,3,30.1,1,30,60,90,365,2020-12-17,71,5,0,86,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0," bath","1 ","Private",1,0
986639,"100","90",0,1,1,1,1,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",5,"2 baths",2,5,150,3,1125,3,3,1125,1125,3,1125,1,16,46,76,336,2020-12-17,140,1,0,93,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0," baths","2 ","Private",2,0
986692,"100","95",0,5,5,1,1,"el Camp d'en Grassot i Gràcia Nova","Gràcia","Apartment","Entire home/apt",5,"1 bath",3,4,86,1,1125,1,5,1125,1125,1.6,1125,1,0,0,0,260,2020-12-17,127,7,0,91,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0," bath","1 ","Private",1,0
986867,"100","96",0,17,17,1,1,"Sant Gervasi - Galvany","Sarrià-Sant Gervasi","Apartment","Entire home/apt",4,"1 bath",2,2,214,1,30,1,2,30,30,1.3,30,1,27,57,87,355,2020-12-17,50,1,0,93,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0," bath","1 ","Private",1,0
988755,"100","96",0,17,17,1,1,"Sant Gervasi - Galvany","Sarrià-Sant Gervasi","Apartment","Entire home/apt",4,"2 baths",2,3,173,1,30,1,2,30,30,1.3,30,1,28,58,88,345,2020-12-18,30,0,0,91,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0," baths","2 ","Private",2,0
988917,"100","98",1,1,1,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Entire home/apt",4,"1 bath",2,2,65,1,124,1,1,1125,1125,1,1125,1,21,47,75,345,2020-12-18,773,78,4,97,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0," bath","1 ","Private",1,0
993648,"85","90",0,24,24,1,1,"la Vila de Gràcia","Gràcia","Apartment","Entire home/apt",6,"1 bath",3,4,47,30,330,30,30,330,330,30,330,1,1,1,1,1,2020-12-19,4,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,0
998726,"N/A","100",0,1,1,1,1,"el Camp de l'Arpa del Clot","Sant Martí","Apartment","Entire home/apt",4,"1 bath",2,2,69,3,60,28,28,60,60,28,60,1,0,0,0,0,2020-12-17,293,7,0,96,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0," bath","1 ","Private",1,0
1000720,"N/A","N/A",0,2,2,1,1,"el Guinardó","Horta-Guinardó","Apartment","Private room",2,"1 shared bath",1,1,31,2,30,2,2,30,30,2,30,1,29,59,89,364,2020-12-17,4,0,0,85,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0," shared bath","1  ","Shared",1,0
1001823,"0","100",0,3,3,1,1,"Sant Antoni","Eixample","Apartment","Private room",2,"Shared half-bath",1,1,82,3,90,3,3,1125,1125,3,1125,1,0,0,0,260,2020-12-17,60,0,0,94,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,"Shared half-bath"," -","Shared",1,0
1002372,"100","100",0,0,0,1,1,"el Poblenou","Sant Martí","Apartment","Entire home/apt",5,"1 bath",3,3,93,1,95,1,1,1125,1125,1,1125,1,0,0,0,227,2020-12-17,197,13,0,88,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0," bath","1 ","Private",1,0
1007939,"100","100",0,2,2,1,1,"la Vila de Gràcia","Gràcia","Apartment","Entire home/apt",4,"1 bath",2,3,75,2,1125,2,2,1125,1125,2,1125,1,29,59,89,357,2020-12-17,271,8,0,91,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0," bath","1 ","Private",1,0
1008367,"N/A","N/A",0,1,1,1,0,"el Barri Gòtic","Ciutat Vella","Apartment","Entire home/apt",2,"1 bath",1,0,55,4,30,4,4,30,30,4,30,1,30,60,90,90,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," bath","1 ","Private",1,1
1010589,"100","100",1,2,2,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",6,"2 baths",3,6,131,3,1124,3,4,1125,1125,3.3,1125,1,0,0,0,250,2020-12-18,233,3,0,89,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0," baths","2 ","Private",2,0
1011083,"N/A","100",1,1,1,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",4,"1 bath",1,2,124,3,1125,3,3,1125,1125,3,1125,1,30,60,90,362,2020-12-17,289,4,0,97,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0," bath","1 ","Private",1,0
1014822,"100","78",0,1,1,1,1,"la Font de la Guatlla","Sants-Montjuïc","Apartment","Entire home/apt",6,"1 bath",2,3,106,7,30,3,7,30,30,7,30,1,7,29,33,53,2020-12-18,164,2,0,86,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0," bath","1 ","Private",1,0
1015663,"100","100",1,2,2,1,1,"la Sagrera","Sant Andreu","Apartment","Private room",2,"1 shared bath",1,1,30,2,30,2,2,30,30,2,30,1,20,50,80,336,2020-12-18,257,3,0,94,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0," shared bath","1  ","Shared",1,0
1018050,"N/A","60",1,1,1,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",2,"1 shared bath",1,1,38,2,10,2,2,10,10,2,10,1,0,0,2,2,2020-12-17,98,4,0,99,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0," shared bath","1  ","Shared",1,0
1018647,"100","92",1,1,1,1,1,"la Maternitat i Sant Ramon","Les Corts","Apartment","Entire home/apt",4,"1 bath",1,1,50,1,1125,1,1,1125,1125,1,1125,1,23,53,83,280,2020-12-17,344,20,0,96,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0," bath","1 ","Private",1,0
1020452,"50","96",1,1,1,1,1,"la Font de la Guatlla","Sants-Montjuïc","Apartment","Entire home/apt",6,"1 bath",3,3,76,6,365,6,6,1125,1125,6,1125,1,29,59,89,179,2020-12-17,203,9,0,95,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0," bath","1 ","Private",1,0
1021297,"100","100",1,2,2,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",2,"1 private bath",1,2,25,2,365,2,2,1125,1125,2,1125,1,0,25,55,240,2020-12-19,264,5,0,88,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0," private bath","1  ","Private",1,0
1021299,"100","100",1,2,2,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",2,"1 shared bath",1,2,20,2,28,2,2,1125,1125,2,1125,1,20,20,20,285,2020-12-18,122,6,0,91,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0," shared bath","1  ","Shared",1,0
1021389,"100","100",1,2,2,1,0,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",4,"1 bath",3,3,130,3,1125,3,3,1125,1125,3,1125,1,29,59,89,364,2020-12-17,115,3,0,96,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0," bath","1 ","Private",1,0
1021822,"100","88",0,8,8,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",4,"1.5 shared baths",1,2,23,1,1125,1,1,1125,1125,1,1125,1,2,32,62,337,2020-12-18,309,12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,". shared baths","1.5  ","Shared",1,0
1024587,"100","88",0,8,8,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",4,"1.5 shared baths",1,2,16,1,1124,1,1,1124,1124,1,1124,1,24,54,84,356,2020-12-18,241,18,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,". shared baths","1.5  ","Shared",1,0
1025705,"100","95",0,3,3,1,1,"Sants","Sants-Montjuïc","Apartment","Entire home/apt",3,"1 bath",1,1,85,3,120,3,3,120,120,3,120,1,30,60,90,365,2020-12-18,316,19,0,93,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0," bath","1 ","Private",1,0
1025707,"8","99",0,27,27,1,1,"la Sagrada Família","Eixample","Apartment","Entire home/apt",6,"2 baths",2,4,74,3,30,2,3,15,90,3,30.1,1,30,60,90,365,2020-12-17,93,6,0,91,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0," baths","2 ","Private",2,0
1026452,"100","71",0,3,3,1,1,"Diagonal Mar i el Front Marítim del Poblenou","Sant Martí","Apartment","Entire home/apt",6,"2 baths",3,4,201,6,360,6,6,1125,1125,6,1125,1,0,0,0,100,2020-12-18,33,1,0,84,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0," baths","2 ","Private",2,0
1029587,"N/A","92",0,1,1,1,1,"Provençals del Poblenou","Sant Martí","Apartment","Entire home/apt",6,"2 baths",2,4,110,3,1125,3,3,1125,1125,3,1125,1,26,56,86,338,2020-12-17,230,11,0,92,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0," baths","2 ","Private",2,0
1031010,"N/A","0",0,1,1,1,0,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",2,"1 bath",1,1,69,3,60,3,3,60,60,3,60,1,23,53,83,263,2020-12-19,0,0,0,94,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0," bath","1 ","Private",1,1
1032836,"N/A","100",0,1,1,1,1,"el Poble Sec","Sants-Montjuïc","Apartment","Entire home/apt",5,"1 bath",2,4,129,3,30,3,3,1125,1125,3,1125,1,30,60,90,365,2020-12-17,109,3,0,90,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,0
1034301,"67","100",0,8,8,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",3,"4 shared baths",1,2,40,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,2020-12-18,10,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," shared baths","4  ","Shared",4,0
1034303,"67","100",0,8,8,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",4,"4 shared baths",1,4,40,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,2020-12-18,29,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," shared baths","4  ","Shared",4,0
1034304,"67","100",0,8,8,1,1,"la Nova Esquerra de l'Eixample","Eixample","Apartment","Private room",2,"4 shared baths",1,2,40,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,2020-12-18,23,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," shared baths","4  ","Shared",4,0
1034305,"67","100",0,8,8,1,1,"Sant Antoni","Eixample","Apartment","Private room",4,"4 shared baths",1,2,40,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,2020-12-18,50,0,0,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0," shared baths","4  ","Shared",4,0
1034771,"100","97",1,4,4,1,1,"el Raval","Ciutat Vella","Apartment","Entire home/apt",6,"1.5 baths",3,4,116,15,330,15,15,1125,1125,15,1125,1,29,59,89,364,2020-12-18,196,10,0,96,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,". baths","1.5 ","Private",1,0
1037668,"N/A","N/A",0,1,1,1,0,"la Dreta de l'Eixample","Eixample","Apartment","Entire home/apt",6,"2 baths",2,3,9999,1,1125,1,1,1125,1125,1,1125,1,15,45,75,343,2020-12-17,42,0,0,89,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0," baths","2 ","Private",2,0
1038904,"N/A","100",0,2,2,1,0,"el Parc i la Llacuna del Poblenou","Sant Martí","Apartment","Private room",2,"1 shared bath",1,1,50,1,60,1,1,60,60,1,60,1,17,47,77,352,2020-12-19,355,3,0,86,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0," shared bath","1  ","Shared",1,0
1039211,"100","89",0,2,2,1,1,"el Poblenou","Sant Martí","Apartment","Entire home/apt",4,"1 bath",2,3,119,3,90,3,3,90,90,3,90,1,28,58,88,359,2020-12-17,72,3,0,89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0," bath","1 ","Private",1,0
