id,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,a_balcony,a_garden,a_fireplace,a_outdoors,a_pool,a_breakfast,a_air_conditioning,a_parking,a_working_space,a_child_friendly,a_gym,a_gaming,a_kitchen,a_pets,bathrooms_type,bathrooms_count,flag_review_scores_rating,ln_price,host_professional,seeked,is_reviewed,holdout
1199594,1,1,1,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,6,1.5 baths,2,3,51,1,1125,1,1,1125,1125,1,1125,1,12,36,66,66,2020-12-17,448,35,1,94,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,Private,1,0,3.9318256327243257,Individual,1,1,0
1201871,0,42,42,1,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Apartment,Entire home/apt,5,2 baths,3,4,127,2,1100,2,2,1100,1100,2,1100,1,1,1,19,294,2020-12-18,133,6,1,91,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.844187086458591,Professional,1,1,0
1202829,1,1,1,1,1,el Poblenou,Sant Martí,Apartment,Entire home/apt,4,1 bath,1,2,72,3,60,3,3,1125,1125,3,1125,1,23,53,83,329,2020-12-17,306,17,0,97,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,Private,1,0,4.276666119016055,Individual,0,1,0
1204581,0,0,0,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,0,40,3,1125,3,3,1125,1125,3,1125,1,30,60,90,90,2020-12-18,6,0,0,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,3.6888794541139363,Individual,1,1,0
1206052,0,1,1,1,0,la Sagrada Família,Eixample,Apartment,Entire home/apt,4,1 bath,2,5,100,2,29,1,2,29,29,1.3,29,1,29,59,89,364,2020-12-18,55,1,0,98,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Private,1,0,4.605170185988092,Individual,0,1,0
1207330,0,17,17,1,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,2 baths,2,3,191,1,30,1,2,30,30,1.3,30,1,0,14,44,319,2020-12-17,33,0,0,93,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,5.25227342804663,Professional,0,1,0
1207452,0,17,17,1,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Apartment,Entire home/apt,2,1 bath,1,1,221,1,30,1,2,30,30,1.3,30,1,27,50,80,348,2020-12-18,41,0,0,91,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,5.3981627015177525,Professional,0,1,1
1207471,1,9,9,1,1,la Maternitat i Sant Ramon,Les Corts,Apartment,Entire home/apt,2,1 bath,1,1,37,3,1125,3,10,1125,1125,5.2,1125,1,20,31,61,336,2020-12-17,298,11,0,96,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,3.6109179126442243,Professional,0,1,0
1211274,1,3,3,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,5,244,30,300,7,30,300,300,28.5,300,1,23,53,83,83,2020-12-18,149,4,0,96,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Private,2,0,5.497168225293202,Individual,1,1,0
1211499,1,3,3,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1 bath,2,2,165,2,30,2,7,1125,1125,2.1,1125,1,0,0,0,256,2020-12-17,280,11,0,99,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,5.10594547390058,Individual,1,1,0
1212211,0,0,0,1,1,el Parc i la Llacuna del Poblenou,Sant Martí,Apartment,Private room,2,1.5 shared baths,1,0,80,31,180,31,31,180,180,31,180,1,27,57,87,362,2020-12-18,5,0,0,92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Shared,1,0,4.382026634673881,Individual,0,1,0
1213275,0,2,2,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,1,25,2,1125,2,2,1125,1125,2,1125,1,15,45,75,165,2020-12-17,221,7,0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.2188758248682006,Individual,1,1,0
1215049,1,1,1,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,5,1 bath,2,3,45,3,60,3,3,1125,1125,3,1125,1,23,43,73,315,2020-12-17,292,22,2,94,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,3.8066624897703196,Individual,0,1,0
1215451,0,3,3,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,6,1.5 baths,3,4,240,3,1125,3,3,1125,1125,3,1125,1,30,60,90,328,2020-12-30,34,1,0,93,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,5.480638923341991,Individual,0,1,0
1216600,1,12,12,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,2,2,82,4,1125,4,4,1125,1125,4,1125,1,0,0,0,68,2020-12-18,258,9,0,94,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.406719247264253,Professional,1,1,1
1218515,1,2,2,1,0,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,44,2,100,2,2,1125,1125,2,1125,1,30,60,90,180,2020-12-18,134,1,0,97,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,3.784189633918261,Individual,1,1,0
1218611,0,9,9,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1.5 baths,1,1,98,3,1125,3,3,1125,1125,3,1125,1,30,60,90,362,2020-12-17,70,4,0,91,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.584967478670572,Professional,0,1,0
1218618,0,9,9,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,98,3,1125,3,3,1125,1125,3,1125,1,30,60,90,358,2020-12-18,47,6,0,97,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.584967478670572,Professional,0,1,0
1218626,0,9,9,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1 bath,1,1,98,3,1125,3,3,1125,1125,3,1125,1,1,1,1,1,2020-12-19,16,0,0,95,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.584967478670572,Professional,1,1,0
1222097,0,4,4,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,3,1 bath,2,2,40,31,1125,31,31,1125,1125,31,1125,1,0,0,17,292,2020-12-18,14,1,0,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,3.6888794541139363,Professional,1,1,1
1224736,1,3,3,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,28,2,1125,2,2,1125,1125,2,1125,1,26,56,86,350,2020-12-17,428,8,0,97,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.332204510175204,Individual,0,1,0
1225103,0,1,1,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,2,2,106,2,1125,2,2,1125,1125,2,1125,1,30,60,90,358,2020-12-18,127,11,0,96,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.663439094112067,Individual,0,1,1
1229996,1,2,2,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,6,2 baths,3,4,163,3,1125,3,3,1125,1125,3,1125,1,0,0,0,209,2020-12-17,236,8,0,95,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,5.093750200806762,Individual,1,1,0
1230779,1,1,1,1,1,la Sagrada Família,Eixample,Apartment,Private room,2,1 private bath,1,1,55,2,15,2,2,15,15,2,15,1,0,28,58,333,2020-12-17,128,0,0,98,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,Private,1,0,4.007333185232471,Individual,0,1,0
1231483,0,9,9,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,2 baths,2,2,126,3,1125,3,3,1125,1125,3,1125,1,0,0,0,228,2020-12-18,65,2,0,89,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.836281906951478,Professional,1,1,0
1234006,0,5,5,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,1.5 baths,2,4,60,3,30,3,3,30,30,3,30,1,29,59,89,355,2020-12-17,103,7,0,84,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.0943445622221,Professional,0,1,0
1235429,0,7,7,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,3,109,3,1125,2,3,1125,1125,3,1125,1,20,50,80,303,2020-12-17,71,8,0,88,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Private,1,0,4.6913478822291435,Professional,0,1,1
1235517,0,4,4,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 private bath,1,1,18,1,1125,1,1,1125,1125,1,1125,1,30,60,90,360,2020-12-18,383,6,0,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Private,1,0,2.8903717578961645,Professional,0,1,0
1235805,1,8,8,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,3,1 bath,1,1,120,1,60,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,433,15,0,92,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.787491742782046,Professional,1,1,0
1238141,0,27,27,1,1,el Poblenou,Sant Martí,Apartment,Entire home/apt,6,2 baths,3,5,164,1,60,1,4,3,60,1.6,52.6,1,0,0,0,217,2020-12-18,22,2,0,85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,2,0,5.099866427824199,Professional,1,1,0
1242210,1,2,2,1,0,la Dreta de l'Eixample,Eixample,Apartment,Private room,3,1 private bath,1,1,70,2,1125,2,2,1125,1125,2,1125,1,30,60,90,361,2020-12-18,167,2,0,97,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.248495242049359,Individual,0,1,0
1242470,1,1,1,1,1,el Parc i la Llacuna del Poblenou,Sant Martí,Apartment,Entire home/apt,6,1.5 baths,2,3,74,2,14,2,2,1125,1125,2,1125,1,29,59,89,345,2020-12-17,371,13,1,95,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Private,1,0,4.30406509320417,Individual,0,1,0
1242745,0,22,22,1,1,el Fort Pienc,Eixample,Apartment,Entire home/apt,3,1 bath,2,2,48,3,1125,3,3,1125,1125,3,1125,1,20,50,80,355,2020-12-17,78,1,0,90,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.871201010907891,Professional,0,1,1
1249641,1,4,4,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,6,1 bath,3,5,130,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,2020-12-18,60,0,0,95,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Private,1,0,4.867534450455582,Professional,1,1,0
1254174,0,2,2,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Private room,2,1 shared bath,1,2,40,3,1125,3,3,1125,1125,3,1125,1,30,60,90,365,2020-12-17,262,3,0,89,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.6888794541139363,Individual,0,1,1
1255085,1,24,24,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,1 bath,2,2,116,1,30,1,3,30,90,1.1,35.2,1,17,47,77,346,2020-12-17,194,18,0,94,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Private,1,0,4.7535901911063645,Professional,0,1,0
1256137,1,2,2,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,2,2,85,1,30,5,30,30,30,27.6,30,1,18,18,18,18,2020-12-17,345,19,0,97,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.442651256490317,Individual,1,1,1
1257705,0,3,3,1,1,Sant Antoni,Eixample,Apartment,Private room,3,2 shared baths,1,2,15,2,1125,2,2,1125,1125,2,1125,1,26,56,86,177,2020-12-18,210,5,0,92,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,2,0,2.70805020110221,Individual,1,1,0
1258555,0,9,9,1,1,el Fort Pienc,Eixample,Apartment,Entire home/apt,2,1 bath,1,1,94,3,1125,3,5,1125,1125,3.1,1125,1,0,0,0,145,2020-12-18,59,8,0,97,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.543294782270004,Professional,1,1,0
1259342,0,111,111,1,1,les Corts,Les Corts,Apartment,Entire home/apt,4,1 bath,1,2,79,2,365,2,5,365,365,2.2,365,1,0,0,0,0,2020-12-18,7,4,0,66,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.3694478524670215,Professional,1,1,0
1260018,1,1,1,1,1,Sants - Badal,Sants-Montjuïc,Apartment,Entire home/apt,3,1 bath,1,2,59,2,102,2,2,102,102,2,102,1,24,54,84,336,2020-12-17,411,10,0,98,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,Private,1,0,4.07753744390572,Individual,0,1,0
1266069,0,1,1,1,1,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,Apartment,Entire home/apt,6,1 bath,3,2,95,2,30,2,2,1125,1125,2,1125,1,30,60,90,328,2020-12-18,423,20,0,93,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,Private,1,0,4.553876891600541,Individual,0,1,0
1266221,0,3,3,1,0,la Dreta de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,1,55,3,365,3,3,365,365,3,365,1,30,60,90,365,2020-12-18,130,0,0,85,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Shared,1,0,4.007333185232471,Individual,0,1,1
1266491,1,24,24,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,166,1,30,1,3,30,30,1.1,30,1,22,52,82,351,2020-12-17,143,8,0,95,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Private,1,0,5.111987788356544,Professional,0,1,1
1269089,0,28,28,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,5,1 bath,2,2,75,1,27,1,3,27,27,1.9,27,1,15,45,72,345,2020-12-17,92,2,0,87,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.31748811353631,Professional,0,1,0
1269116,0,28,28,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,5,1 bath,2,2,75,1,27,1,3,27,27,1.9,27,1,0,0,0,253,2020-12-17,102,3,0,86,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.31748811353631,Professional,1,1,1
1269238,0,3,3,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,2 baths,2,2,120,2,30,2,2,30,30,2,30,1,30,60,90,360,2020-12-17,173,4,0,91,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.787491742782046,Individual,0,1,0
1271555,0,2,2,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,3,2 baths,2,2,223,3,122,3,3,122,122,3,122,1,29,59,89,364,2020-12-18,168,0,0,99,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,2,0,5.407171771460119,Individual,0,1,0
1271836,0,3,3,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,4,1 bath,3,3,40,32,120,32,32,1125,1125,32,1125,1,21,51,81,168,2020-12-18,165,10,0,90,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.6888794541139363,Individual,1,1,0
1273077,0,1,1,1,0,Sarrià,Sarrià-Sant Gervasi,Apartment,Private room,2,1 shared bath,1,1,45,3,1125,3,3,1125,1125,3,1125,1,30,60,90,365,2020-12-18,44,2,0,97,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Shared,1,0,3.8066624897703196,Individual,0,1,1
1276036,0,1,1,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,2,1.5 baths,1,1,65,1,365,1,1,365,365,1,365,1,19,49,79,354,2020-12-17,190,11,0,88,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.174387269895637,Individual,0,1,0
1279308,0,1,1,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,2 baths,2,4,120,3,1125,3,3,1125,1125,3,1125,1,25,55,85,360,2020-12-18,80,0,0,94,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.787491742782046,Individual,0,1,0
1282669,0,1,1,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,5,1 bath,3,4,70,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,356,6,0,93,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,Private,1,0,4.248495242049359,Individual,1,1,1
1282757,0,0,0,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 private bath,1,1,77,2,7,2,2,7,7,2,7,1,0,0,0,135,2020-12-17,238,1,0,97,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.343805421853684,Individual,1,1,0
1286069,0,51,51,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,6,1 bath,2,4,145,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-18,2,0,0,70,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.976733742420574,Professional,1,1,0
1290278,1,4,4,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,2,1 bath,1,1,70,3,365,3,3,1125,1125,3,1125,1,2,32,62,152,2020-12-18,249,16,0,96,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.248495242049359,Professional,1,1,0
1291971,1,1,1,1,1,el Guinardó,Horta-Guinardó,Apartment,Entire home/apt,5,1 bath,2,0,58,3,365,2,3,1125,1125,2.8,1125,1,26,56,86,346,2020-12-17,326,39,2,89,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Private,1,0,4.060443010546419,Individual,0,1,1
1293412,1,1,1,1,1,el Poblenou,Sant Martí,Apartment,Entire home/apt,4,1 bath,1,1,69,3,180,3,3,1125,1125,3,1125,1,7,31,61,336,2020-12-17,221,7,1,99,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Private,1,0,4.23410650459726,Individual,0,1,0
1294410,1,1,1,1,1,la Vila Olímpica del Poblenou,Sant Martí,Apartment,Entire home/apt,6,2 baths,3,5,196,3,365,3,3,365,365,3,365,1,0,0,0,2,2020-12-17,40,1,0,97,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,Private,2,0,5.278114659230517,Individual,1,1,0
1295958,0,0,0,1,0,el Fort Pienc,Eixample,Apartment,Entire home/apt,6,2 baths,3,3,200,3,365,3,3,365,365,3,365,1,0,0,0,170,2020-12-18,54,0,0,89,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,5.298317366548036,Individual,1,1,0
1296121,1,3,3,1,1,el Putxet i el Farró,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,1 bath,2,3,97,3,1125,3,3,1125,1125,3,1125,1,25,47,77,352,2020-12-17,220,9,0,95,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,Private,1,0,4.574710978503383,Individual,0,1,0
1296977,0,1,1,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,2,3,132,2,60,2,2,60,60,2,60,1,0,0,0,4,2020-12-17,167,7,0,89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.882801922586371,Individual,1,1,0
1304470,0,3,3,1,1,el Raval,Ciutat Vella,Apartment,Private room,2,1 private bath,1,1,47,2,28,2,2,28,28,2,28,1,30,60,90,339,2020-12-18,417,7,0,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Private,1,0,3.8501476017100584,Individual,0,1,0
1307332,0,4,4,1,0,la Sagrada Família,Eixample,Apartment,Private room,2,2 baths,1,1,40,3,1125,3,3,1125,1125,3,1125,1,25,25,25,213,2020-12-18,57,2,0,96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Private,2,0,3.6888794541139363,Professional,1,1,0
1307947,0,1,1,0,0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Private room,2,1 bath,1,1,57,30,60,30,30,60,60,30,60,1,28,58,88,363,2020-12-17,18,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.04305126783455,Individual,0,1,0
1309102,0,3,3,1,1,el Poblenou,Sant Martí,Apartment,Private room,2,1 bath,1,1,45,2,1125,2,2,1125,1125,2,1125,1,30,60,90,357,2020-12-18,38,0,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,3.8066624897703196,Individual,0,1,0
1310443,0,3,3,1,0,el Clot,Sant Martí,Apartment,Entire home/apt,6,1 bath,2,3,125,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,2020-12-17,12,0,0,84,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.8283137373023015,Individual,1,1,0
1310606,0,3,3,1,0,el Clot,Sant Martí,Apartment,Entire home/apt,6,1 bath,2,3,125,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,2020-12-17,3,0,0,60,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.8283137373023015,Individual,1,1,1
1312051,1,1,1,1,0,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,2,1 bath,1,1,16,32,1125,32,32,1125,1125,32,1125,1,28,30,31,262,2020-12-17,65,4,0,92,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Private,1,0,2.772588722239781,Individual,1,1,0
1314537,1,1,1,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1.5 shared baths,1,1,30,4,1125,4,4,1125,1125,4,1125,1,0,14,44,89,2020-12-17,108,0,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shared,1,0,3.4011973816621555,Individual,1,1,0
1314672,1,1,1,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,4,1.5 baths,2,2,150,5,30,5,5,30,30,5,30,1,29,59,89,364,2020-12-17,142,2,0,98,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Private,1,0,5.0106352940962555,Individual,0,1,0
1320149,1,4,4,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,3,1 bath,2,4,75,2,200,2,2,200,200,2,200,1,0,0,0,7,2020-12-18,202,11,0,94,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.31748811353631,Professional,1,1,1
1327003,0,1,1,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1 bath,3,4,70,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-17,8,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.248495242049359,Individual,1,1,0
1328996,1,24,24,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,1 bath,2,3,146,1,30,1,3,30,90,1.2,38.4,1,27,57,87,355,2020-12-18,168,9,0,94,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Private,1,0,4.983606621708336,Professional,0,1,0
1329067,0,0,0,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1 bath,1,1,78,2,1125,2,2,1125,1125,2,1125,1,25,55,85,353,2020-12-18,1,1,0,100,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.356708826689592,Individual,0,1,0
1329829,1,4,4,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,2,1 bath,1,1,199,3,1125,3,3,1125,1125,3,1125,1,0,13,43,133,2020-12-18,301,11,0,98,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,5.293304824724492,Professional,1,1,0
1329993,0,0,0,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1.5 baths,1,2,92,2,1125,2,2,1125,1125,2,1125,1,30,60,90,362,2020-12-18,2,0,0,90,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.5217885770490405,Individual,0,1,1
1330353,0,0,0,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,6,2 baths,2,4,132,2,1125,2,2,1125,1125,2,1125,1,16,46,76,345,2020-12-17,0,0,0,94,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,1,4.882801922586371,Individual,0,0,1
1331475,0,1,1,1,0,el Fort Pienc,Eixample,Apartment,Private room,2,1 bath,1,1,35,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-17,174,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,3.5553480614894135,Individual,1,1,0
1331957,1,1,1,1,1,Sants - Badal,Sants-Montjuïc,Apartment,Entire home/apt,4,1 bath,2,3,79,3,100,3,7,100,100,3.3,100,1,30,60,90,365,2020-12-18,124,10,0,98,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,Private,1,0,4.3694478524670215,Individual,0,1,1
1334346,0,2,2,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,1,18,4,1125,4,4,1125,1125,4,1125,1,29,59,89,364,2020-12-18,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shared,1,0,2.8903717578961645,Individual,0,1,1
1337978,0,0,0,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,6,1.5 baths,2,3,104,2,1125,2,2,1125,1125,2,1125,1,26,56,86,354,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,1,4.6443908991413725,Individual,0,0,0
1338049,0,0,0,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,6,1.5 baths,2,2,118,2,1125,2,2,1125,1125,2,1125,1,30,60,90,355,2020-12-17,3,0,0,93,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.770684624465665,Individual,0,1,0
1338121,0,0,0,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1.5 baths,1,3,108,2,1125,2,2,1125,1125,2,1125,1,1,1,1,1,2020-12-19,3,1,0,100,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.68213122712422,Individual,1,1,0
1338956,0,10,10,1,1,les Corts,Les Corts,Apartment,Entire home/apt,4,2 baths,1,2,119,1,180,1,4,180,180,1.1,180,1,14,14,14,14,2020-12-18,31,0,0,98,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,2,0,4.77912349311153,Professional,1,1,1
1339422,0,4,4,1,1,el Camp de l'Arpa del Clot,Sant Martí,Apartment,Private room,2,1 shared bath,1,2,25,20,1125,3,20,1125,1125,7.9,1125,1,30,60,90,365,2020-12-18,86,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,3.2188758248682006,Professional,0,1,1
