id,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,a_balcony,a_garden,a_fireplace,a_outdoors,a_pool,a_breakfast,a_air_conditioning,a_parking,a_working_space,a_child_friendly,a_gym,a_gaming,a_kitchen,a_pets,bathrooms_type,bathrooms_count,flag_review_scores_rating,ln_price,host_professional,seeked,is_reviewed,holdout
25994542,0,1,1,1,0,el Raval,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,37,2,31,2,2,31,31,2,31,1,0,0,0,0,2020-12-18,20,0,0,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,3.6109179126442243,Individual,1,1,0
25999765,0,10,10,1,1,Sants,Sants-Montjuïc,Apartment,Entire home/apt,6,2 baths,3,4,85,2,1124,2,6,60,1125,4.3,421.6,1,13,43,73,212,2020-12-18,60,5,0,99,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,4.442651256490317,Professional,1,1,0
26008194,0,6,6,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,2,2,89,2,1125,2,2,1125,1125,2,1125,1,30,60,90,180,2020-12-17,83,14,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.48863636973214,Professional,1,1,0
26008844,0,6,6,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,4,1.5 baths,2,2,45,32,1125,32,32,1125,1125,32,1125,1,30,60,90,270,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,1,3.8066624897703196,Professional,1,0,1
26015555,1,1,1,1,0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,2,1.5 baths,1,1,45,32,364,32,32,364,364,32,364,1,29,59,89,269,2020-12-17,4,0,0,100,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.8066624897703196,Individual,1,1,0
26018470,0,1,1,1,1,el Raval,Ciutat Vella,Apartment,Private room,4,1 private bath,1,2,50,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,62,8,0,89,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.912023005428146,Individual,1,1,1
26021884,0,31,31,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,4,2 baths,2,3,141,3,1125,3,4,1125,1125,3,1125,1,0,0,0,0,2020-12-18,3,2,0,93,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,2,0,4.948759890378168,Professional,1,1,1
26028030,1,1,1,1,0,la Maternitat i Sant Ramon,Les Corts,Apartment,Entire home/apt,4,1 bath,2,3,55,32,1125,32,32,1125,1125,32,1125,1,0,15,45,125,2020-12-18,4,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Private,1,0,4.007333185232471,Individual,1,1,0
26028659,0,2,2,1,1,la Vila de Gràcia,Gràcia,Apartment,Private room,2,1.5 shared baths,1,1,50,7,40,7,7,40,40,7,40,1,0,0,0,0,2020-12-16,1,0,0,100,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Shared,1,0,3.912023005428146,Individual,1,1,0
26031033,0,1,1,1,0,Hostafrancs,Sants-Montjuïc,Apartment,Entire home/apt,4,2 baths,2,2,58,32,1125,32,32,1125,1125,32,1125,1,29,59,89,179,2020-12-17,4,0,0,93,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.060443010546419,Individual,1,1,0
26031648,0,1,1,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,4,1 private bath,1,2,81,3,35,3,3,1125,1125,3,1125,1,15,15,15,15,2020-12-17,22,2,0,100,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,Private,1,0,4.394449154672439,Individual,1,1,1
26033978,0,4,4,1,0,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,6,84,35,280,35,35,280,280,35,280,1,28,58,88,268,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,2,1,4.430816798843313,Professional,1,0,0
26043915,0,2,2,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,2 baths,3,4,106,3,15,3,3,15,15,3,15,1,0,0,0,0,2020-12-16,60,6,0,92,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,2,0,4.663439094112067,Individual,1,1,1
26048965,0,26,26,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,1,58,32,365,32,32,365,365,32,365,1,30,60,90,365,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,1,4.060443010546419,Professional,0,0,0
26050343,0,1,1,1,1,la Barceloneta,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,1,33,60,70,60,60,70,70,60,70,1,0,0,0,199,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Private,1,1,3.4965075614664802,Individual,1,0,1
26058907,0,1,1,1,0,Vilapicina i la Torre Llobeta,Nou Barris,Apartment,Private room,2,1 shared bath,1,1,54,1,10,1,1,10,10,1,10,1,0,0,0,0,2020-12-16,16,0,0,96,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Shared,1,0,3.9889840465642745,Individual,1,1,0
26059885,1,1,1,1,0,el Raval,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,24,2,30,2,2,1125,1125,2,1125,1,0,0,16,137,2020-12-17,98,12,0,91,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Shared,1,0,3.1780538303479458,Individual,1,1,0
26060518,0,1,1,0,0,Hostafrancs,Sants-Montjuïc,Apartment,Entire home/apt,5,1 bath,2,4,253,2,1124,2,2,1124,1124,2,1124,1,30,60,90,365,2020-12-17,0,0,0,94,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,1,5.53338948872752,Individual,0,0,1
26062278,0,5,5,1,1,la Guineueta,Nou Barris,Apartment,Private room,2,2 shared baths,1,1,60,5,1125,5,5,1125,1125,5,1125,1,30,60,90,365,2020-12-17,24,2,0,83,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,Shared,2,0,4.0943445622221,Professional,0,1,1
26062674,0,1,1,0,0,Sant Antoni,Eixample,Apartment,Entire home/apt,5,1 bath,3,3,236,2,1124,2,2,1124,1124,2,1124,1,0,0,0,108,2020-12-18,1,0,0,100,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,5.4638318050256105,Individual,1,1,0
26073262,1,0,0,1,0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Private room,2,1 private bath,1,1,46,4,12,4,4,12,12,4,12,1,24,24,24,24,2020-12-17,28,6,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Private,1,0,3.828641396489095,Individual,1,1,0
26073727,1,2,2,1,1,la Trinitat Vella,Sant Andreu,Apartment,Private room,3,1 shared bath,1,1,40,3,1125,3,3,1125,1125,3,1125,1,15,45,75,343,2020-12-17,22,0,0,96,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,Shared,1,0,3.6888794541139363,Individual,0,1,0
26079747,0,12,12,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,3,2 baths,1,3,44,32,999,32,32,999,999,32,999,1,0,0,0,119,2020-12-17,0,0,0,94,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,1,3.784189633918261,Professional,1,0,0
26096253,0,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,35,2,1111,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-16,14,0,0,89,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.5553480614894135,Individual,1,1,0
26096939,0,1,1,1,0,les Corts,Les Corts,Apartment,Private room,3,1 private bath,2,3,100,5,10,5,5,10,10,5,10,1,0,0,0,0,2020-12-16,2,0,0,100,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.605170185988092,Individual,1,1,0
26105054,0,4,4,1,1,el Camp de l'Arpa del Clot,Sant Martí,Apartment,Entire home/apt,4,2 baths,3,3,36,31,180,31,31,180,180,31,180,1,14,44,74,254,2020-12-18,4,4,0,65,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,2,0,3.58351893845611,Professional,1,1,0
26105391,0,1,1,1,0,el Fort Pienc,Eixample,Apartment,Entire home/apt,4,1 bath,2,2,100,31,1125,31,31,1125,1125,31,1125,1,30,60,90,180,2020-12-18,0,0,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,1,4.605170185988092,Individual,1,0,0
26114423,1,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Private room,2,1 private bath,1,1,50,4,1125,4,4,1125,1125,4,1125,1,0,0,16,16,2020-12-17,107,2,0,95,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Private,1,0,3.912023005428146,Individual,1,1,0
26114499,0,4,4,1,0,la Font de la Guatlla,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,35,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-16,17,0,0,93,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Shared,1,0,3.5553480614894135,Professional,1,1,0
26117184,0,1,1,1,1,Sants - Badal,Sants-Montjuïc,Apartment,Private room,4,2 baths,2,3,36,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,1,0,0,80,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Private,2,0,3.58351893845611,Individual,1,1,0
26124044,0,1,1,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,1,45,1,1124,1,1,1124,1124,1,1124,1,0,0,0,0,2020-12-18,61,5,0,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,3.8066624897703196,Individual,1,1,1
26127315,1,2,2,1,1,la Maternitat i Sant Ramon,Les Corts,Apartment,Entire home/apt,4,1 bath,2,3,68,2,1125,2,2,1125,1125,2,1125,1,0,0,17,17,2020-12-18,69,4,0,98,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.219507705176107,Individual,1,1,0
26141985,0,1,1,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1 bath,2,2,35,30,1124,30,30,1124,1124,30,1124,1,20,50,80,355,2020-12-18,4,2,0,100,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.5553480614894135,Individual,0,1,1
26146492,1,1,1,1,0,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,2,2,70,30,1125,30,30,1125,1125,30,1125,1,23,53,83,358,2020-12-17,3,1,0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.248495242049359,Individual,0,1,0
26148374,0,1,1,1,0,el Raval,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,1,41,32,365,32,32,365,365,32,365,1,15,15,15,180,2020-12-17,5,1,0,88,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,3.713572066704308,Individual,1,1,0
26156027,0,1,1,1,0,Sants,Sants-Montjuïc,Apartment,Private room,2,1 private bath,1,1,30,6,1125,6,6,1125,1125,6,1125,1,29,59,89,179,2020-12-17,2,0,0,94,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Private,1,1,3.4011973816621555,Individual,1,1,0
26176157,0,196,196,1,0,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1 bath,2,4,54,32,330,32,180,330,330,112,330,1,0,0,0,149,2020-12-17,1,1,0,80,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,3.9889840465642745,Professional,1,1,1
26180735,0,87,87,1,1,el Poblenou,Sant Martí,Apartment,Entire home/apt,4,1 bath,3,3,71,3,120,3,28,120,120,9,120,1,0,0,16,31,2020-12-17,44,1,1,90,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.2626798770413155,Professional,1,1,0
26181888,0,13,13,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1 bath,2,5,126,1,1125,3,5,1125,1125,3.2,1125,1,22,52,82,347,2020-12-17,2,0,0,80,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.836281906951478,Professional,0,1,0
26209820,0,3,3,1,0,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,134,1,1125,2,4,4,365,2.4,321.7,1,0,0,0,0,2020-12-18,7,6,0,97,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.897839799950911,Individual,1,1,0
26212168,0,3,3,1,0,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,4,146,1,1125,2,3,4,365,2.3,321.7,1,22,52,82,282,2020-12-18,2,1,0,100,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,2,0,4.983606621708336,Individual,1,1,0
26212312,0,3,3,1,0,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,141,1,1125,1,3,4,365,2.4,320.9,1,0,0,0,178,2020-12-17,3,0,0,93,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.948759890378168,Individual,1,1,0
26212962,0,18,18,1,1,Sants,Sants-Montjuïc,Apartment,Entire home/apt,5,2 baths,3,4,37,32,1125,32,32,1125,1125,32,1125,1,29,59,89,364,2020-12-30,2,1,0,80,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Private,2,0,3.6109179126442243,Professional,0,1,1
26213338,0,27,27,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,1,53,32,1125,32,32,1125,1125,32,1125,1,1,1,1,1,2020-12-19,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,1,3.970291913552122,Professional,1,0,0
26215601,0,2,2,1,1,Sant Antoni,Eixample,Apartment,Private room,2,1 shared bath,1,1,42,3,30,3,3,30,30,3,30,1,30,60,90,365,2020-12-17,24,1,0,90,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Shared,1,0,3.7376696182833684,Individual,0,1,0
26217662,0,196,196,1,0,el Raval,Ciutat Vella,Apartment,Entire home/apt,4,2 baths,2,3,100,32,330,32,180,330,330,112.7,330,1,0,0,0,186,2020-12-18,0,0,0,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,2,1,4.605170185988092,Professional,1,0,0
26220153,0,39,39,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,1,47,64,1125,64,64,1125,1125,64,1125,1,0,0,0,0,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,1,3.8501476017100584,Professional,1,0,0
26226832,0,3,3,1,1,el Camp de l'Arpa del Clot,Sant Martí,Apartment,Private room,2,1 shared bath,1,1,45,1,1125,1,1,1125,1125,1,1125,1,30,60,90,180,2020-12-18,70,2,0,83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Shared,1,0,3.8066624897703196,Individual,1,1,0
26228944,0,4,4,1,1,Sants,Sants-Montjuïc,Apartment,Entire home/apt,4,1 bath,3,3,23,31,400,31,31,400,400,31,400,1,29,59,89,364,2020-12-18,3,0,0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Private,1,0,3.1354942159291497,Professional,0,1,0
26229014,0,12,12,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,3,2 baths,1,3,43,32,999,32,32,999,999,32,999,1,0,0,0,138,2020-12-17,0,0,0,94,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,1,3.7612001156935624,Professional,1,0,0
26241022,0,3,3,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,1,40,32,1125,32,32,1125,1125,32,1125,1,30,60,90,365,2020-12-17,2,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,3.6888794541139363,Individual,0,1,0
26241260,1,9,9,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,6,2 baths,3,5,80,150,1125,150,150,1125,1125,150,1125,1,30,60,90,365,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,1,4.382026634673881,Professional,0,0,0
26242605,0,39,39,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,1,41,32,1125,32,32,1125,1125,32,1125,1,0,0,0,0,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,1,3.713572066704308,Professional,1,0,0
26247559,0,1,1,1,0,el Poble Sec,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,150,30,1125,30,30,1125,1125,30,1125,1,29,59,89,364,2020-12-18,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shared,1,0,5.0106352940962555,Individual,0,1,1
26247982,0,39,39,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,4,1.5 baths,2,3,109,3,1125,2,4,1125,1125,2.7,1125,1,0,0,30,244,2020-12-18,5,0,0,92,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.6913478822291435,Professional,1,1,0
26248234,1,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,38,2,12,2,2,12,12,2,12,1,0,0,0,0,2020-12-16,89,5,0,98,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.6375861597263857,Individual,1,1,0
26251981,0,3,3,1,1,la Barceloneta,Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,1,35,31,1125,31,31,1125,1125,31,1125,1,16,46,76,351,2020-12-18,1,0,0,80,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,3.5553480614894135,Individual,0,1,0
26253970,1,2,2,1,1,Sant Antoni,Eixample,Apartment,Private room,6,1 private bath,4,5,109,3,31,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-18,47,6,0,90,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.6913478822291435,Individual,1,1,0
26268142,0,1,1,1,0,Hostafrancs,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,45,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shared,1,1,3.8066624897703196,Individual,1,0,1
26268920,1,6,6,1,1,les Roquetes,Nou Barris,Apartment,Entire home/apt,3,1 bath,2,2,40,60,1125,60,60,1125,1125,60,1125,1,27,57,87,192,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,1,3.6888794541139363,Professional,1,0,0
26273061,0,52,52,1,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Apartment,Entire home/apt,5,1 bath,2,3,100,33,1124,33,33,1124,1124,33,1124,1,30,60,90,365,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,1,4.605170185988092,Professional,0,0,0
26284742,0,1,1,1,0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,1,46,32,1125,32,32,1125,1125,32,1125,1,29,59,89,364,2020-12-18,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,1,3.828641396489095,Individual,0,0,0
26288972,0,1,1,1,1,Vallcarca i els Penitents,Gràcia,Apartment,Private room,2,1 bath,1,1,55,6,32,6,6,32,32,6,32,1,30,60,90,365,2020-12-18,0,0,0,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Private,1,1,4.007333185232471,Individual,0,0,1
26291647,0,5,5,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,3.5 shared baths,1,2,38,31,1125,31,31,1125,1125,31,1125,1,30,60,90,365,2020-12-17,7,2,0,86,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Shared,3,0,3.6375861597263857,Professional,0,1,0
26301891,0,4,4,1,0,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Private room,2,1 shared bath,1,1,38,2,1124,2,2,1124,1124,2,1124,1,16,46,76,351,2020-12-18,34,0,0,82,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,Shared,1,0,3.6375861597263857,Professional,0,1,0
26314788,0,1,1,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Private room,4,1 private bath,1,3,53,7,14,7,7,1125,1125,7,1125,1,0,0,0,138,2020-12-17,48,4,0,93,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.970291913552122,Individual,1,1,0
26315479,0,39,39,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,4,1 bath,2,3,95,3,1125,3,3,1125,1125,3,1125,1,30,60,90,365,2020-12-17,2,0,0,100,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.553876891600541,Professional,0,1,0
26320532,0,39,39,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,1,101,3,1125,3,3,1125,1125,3,1125,1,0,0,0,153,2020-12-18,5,0,0,88,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.61512051684126,Professional,1,1,1
26321312,0,7,7,1,1,el Besòs i el Maresme,Sant Martí,Apartment,Private room,2,1 shared bath,1,1,35,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,2020-12-16,21,0,0,91,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Shared,1,0,3.5553480614894135,Professional,1,1,1
26322934,0,2,2,1,1,el Raval,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,65,3,1125,3,3,1125,1125,3,1125,1,15,45,75,165,2020-12-17,21,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shared,1,0,4.174387269895637,Individual,1,1,0
26325850,0,1,1,1,0,la Barceloneta,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,2,54,32,1125,32,32,1125,1125,32,1125,1,0,0,0,0,2020-12-16,1,0,0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.9889840465642745,Individual,1,1,0
26326618,0,1,1,1,0,Sants,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,120,5,1125,5,5,1125,1125,5,1125,1,29,59,89,89,2020-12-18,1,0,0,100,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Shared,1,0,4.787491742782046,Individual,1,1,0
26333840,0,5,5,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,3.5 shared baths,1,2,38,31,1125,31,31,1125,1125,31,1125,1,30,60,90,365,2020-12-18,1,0,0,80,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Shared,3,0,3.6375861597263857,Professional,0,1,0
26334652,0,2,2,1,0,Sants - Badal,Sants-Montjuïc,Apartment,Private room,2,1 private bath,1,2,40,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-16,6,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,3.6888794541139363,Individual,1,1,1
26343961,0,40,40,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,57,32,365,32,32,365,365,32,365,1,0,0,0,79,2020-12-18,7,3,0,91,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.04305126783455,Professional,1,1,0
26345440,0,1,1,1,1,el Guinardó,Horta-Guinardó,Apartment,Private room,2,1 shared bath,1,1,35,2,5,2,2,5,5,2,5,1,28,58,88,88,2020-12-18,4,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Shared,1,0,3.5553480614894135,Individual,1,1,0
26345650,0,0,0,1,0,Vallcarca i els Penitents,Gràcia,Apartment,Entire home/apt,2,1 bath,1,2,200,30,31,30,30,31,31,30,31,1,30,60,90,90,2020-12-17,0,0,0,94,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Private,1,1,5.298317366548036,Individual,1,0,0
26350498,0,11,11,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1 bath,3,6,300,1,365,1,1,365,365,1,365,1,30,58,88,323,2020-12-18,24,3,0,81,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,5.703782474656201,Professional,0,1,0
26350742,0,1,1,1,1,el Raval,Ciutat Vella,Apartment,Private room,3,1 shared bath,1,1,31,1,30,1,1,30,30,1,30,1,0,0,0,0,2020-12-18,48,0,0,86,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Shared,1,0,3.4339872044851463,Individual,1,1,0
26352935,0,18,18,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,5,2 baths,2,2,84,32,1125,32,32,1125,1125,32,1125,1,0,0,0,108,2020-12-17,0,0,0,94,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,1,4.430816798843313,Professional,1,0,0
26359153,0,1,1,1,0,la Sagrada Família,Eixample,Apartment,Private room,2,1 shared bath,2,2,36,7,30,7,7,30,30,7,30,1,0,0,0,0,2020-12-18,1,0,0,80,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.58351893845611,Individual,1,1,0
26366403,0,1,1,1,0,la Trinitat Nova,Nou Barris,Apartment,Private room,2,1 shared bath,1,1,21,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-18,64,6,0,95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Shared,1,0,3.044522437723423,Individual,1,1,1
26366454,0,10,10,1,0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Apartment,Private room,2,1 shared bath,1,0,35,3,1125,3,3,1125,1125,3,1125,1,30,60,90,90,2020-12-18,0,0,0,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,1,3.5553480614894135,Professional,1,0,0
26373373,0,2,2,1,1,Sants - Badal,Sants-Montjuïc,Apartment,Private room,2,1 private bath,1,1,139,2,1125,2,2,1125,1125,2,1125,1,0,0,0,15,2020-12-18,47,3,0,94,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.9344739331306915,Individual,1,1,0
26377060,0,2,2,1,0,el Guinardó,Horta-Guinardó,Apartment,Private room,2,1 shared bath,1,1,30,2,7,2,2,7,7,2,7,1,29,59,89,364,2020-12-18,31,0,0,94,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Shared,1,0,3.4011973816621555,Individual,0,1,0
26377579,0,1,1,1,1,el Raval,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,44,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,2020-12-18,2,0,0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Shared,1,0,3.784189633918261,Individual,1,1,1
